cet_cest_timestamp,NO_1,NO_2,NO_3,NO_4,NO_5
2015-01-01 02:00:00,26.93,26.93,27.98,27.98,26.93
2015-01-01 03:00:00,26.83,26.83,27.94,27.94,26.83
2015-01-01 04:00:00,26.81,26.81,27.95,27.95,26.81
2015-01-01 05:00:00,26.97,26.97,28.07,28.07,26.97
2015-01-01 06:00:00,27.07,27.07,28.39,28.39,27.07
2015-01-01 07:00:00,26.8,26.8,28.48,28.48,26.8
2015-01-01 08:00:00,26.97,26.97,28.47,28.47,26.97
2015-01-01 09:00:00,26.98,26.98,28.49,28.49,26.98
2015-01-01 10:00:00,27.06,27.06,28.5,28.5,27.06
2015-01-01 11:00:00,27.13,27.13,28.53,28.53,27.13
2015-01-01 12:00:00,27.09,27.09,28.57,28.57,27.09
2015-01-01 13:00:00,27.01,27.01,28.6,28.6,27.01
2015-01-01 14:00:00,26.98,26.98,28.65,28.65,26.98
2015-01-01 15:00:00,27.51,27.51,28.7,28.7,27.51
2015-01-01 16:00:00,28.32,28.32,28.58,28.58,28.32
2015-01-01 17:00:00,28.36,28.36,28.55,28.55,28.36
2015-01-01 18:00:00,28.18,28.18,28.52,28.52,28.18
2015-01-01 19:00:00,27.81,27.81,28.51,28.51,27.81
2015-01-01 20:00:00,27.46,27.46,28.63,28.63,27.46
2015-01-01 21:00:00,27.06,27.06,28.78,28.78,27.06
2015-01-01 22:00:00,27,27,28.66,28.66,27
2015-01-01 23:00:00,26.83,26.83,28.49,28.49,26.83
2015-01-02 00:00:00,26.71,26.71,28.16,28.16,26.71
2015-01-02 01:00:00,26.41,26.41,28.22,28.22,26.41
2015-01-02 02:00:00,26.2,26.2,28.15,28.15,26.2
2015-01-02 03:00:00,25.6,25.6,28.19,28.19,25.6
2015-01-02 04:00:00,24.74,24.74,28.24,28.24,24.74
2015-01-02 05:00:00,26.1,26.1,28.45,28.45,26.1
2015-01-02 06:00:00,27.25,27.25,28.85,28.85,27.25
2015-01-02 07:00:00,28.37,28.37,28.97,28.97,28.37
2015-01-02 08:00:00,28.37,28.37,29,29,28.37
2015-01-02 09:00:00,28.32,28.32,29.14,29.14,28.32
2015-01-02 10:00:00,28.3,28.3,29.21,29.21,28.3
2015-01-02 11:00:00,28.39,28.39,29.08,29.08,28.39
2015-01-02 12:00:00,28.3,28.3,28.99,28.99,28.3
2015-01-02 13:00:00,28.24,28.24,28.95,28.95,28.24
2015-01-02 14:00:00,28.12,28.12,29,29,28.12
2015-01-02 15:00:00,28.23,28.23,29.15,29.15,28.23
2015-01-02 16:00:00,28.59,28.59,29.13,29.13,28.59
2015-01-02 17:00:00,28.73,28.73,29.04,29.04,28.73
2015-01-02 18:00:00,28.48,28.48,28.94,28.94,28.48
2015-01-02 19:00:00,28.38,28.38,28.89,28.89,28.38
2015-01-02 20:00:00,27.85,27.85,28.96,28.96,27.85
2015-01-02 21:00:00,27.45,27.45,28.88,28.88,27.45
2015-01-02 22:00:00,27.2,27.2,28.82,28.82,27.2
2015-01-02 23:00:00,26.79,26.79,28.65,28.65,26.79
2015-01-03 00:00:00,25.85,25.85,28.13,28.13,25.85
2015-01-03 01:00:00,25.54,25.54,28.03,28.03,25.54
2015-01-03 02:00:00,25.43,25.43,27.92,27.92,25.43
2015-01-03 03:00:00,25.34,25.34,27.9,27.9,25.34
2015-01-03 04:00:00,25.29,25.29,27.85,27.85,25.29
2015-01-03 05:00:00,25.3,25.3,27.82,27.82,25.3
2015-01-03 06:00:00,25.55,25.55,27.94,27.94,25.55
2015-01-03 07:00:00,26.75,26.75,27.89,27.89,26.75
2015-01-03 08:00:00,26.98,26.98,27.93,27.93,26.98
2015-01-03 09:00:00,27.52,27.52,28.27,28.27,27.52
2015-01-03 10:00:00,27.72,27.72,28.37,28.37,27.72
2015-01-03 11:00:00,27.73,27.73,28.4,28.4,27.73
2015-01-03 12:00:00,27.66,27.66,28.44,28.44,27.66
2015-01-03 13:00:00,27.65,27.65,28.47,28.47,27.65
2015-01-03 14:00:00,27.81,27.81,28.48,28.48,27.81
2015-01-03 15:00:00,28.37,28.29,28.49,28.49,28.37
2015-01-03 16:00:00,28.6,28.6,29.23,29.23,28.6
2015-01-03 17:00:00,28.88,28.88,29.53,29.53,28.88
2015-01-03 18:00:00,28.78,28.78,29.75,29.75,28.78
2015-01-03 19:00:00,28.54,28.54,29.46,29.46,28.54
2015-01-03 20:00:00,28.34,28.34,28.69,28.69,28.34
2015-01-03 21:00:00,27.93,27.93,28.4,28.4,27.93
2015-01-03 22:00:00,27.7,27.7,28.33,28.33,27.7
2015-01-03 23:00:00,27.25,27.25,28.22,28.22,27.25
2015-01-04 00:00:00,27.55,27.55,28.1,28.1,27.55
2015-01-04 01:00:00,27.38,27.38,28.04,28.04,27.38
2015-01-04 02:00:00,27.17,27.17,27.93,27.93,27.17
2015-01-04 03:00:00,27.03,27.03,27.91,27.91,27.03
2015-01-04 04:00:00,27.04,27.04,27.91,27.91,27.04
2015-01-04 05:00:00,27.19,27.19,27.95,27.95,27.19
2015-01-04 06:00:00,27.13,27.13,28.05,28.05,27.13
2015-01-04 07:00:00,27.06,27.06,28.13,28.13,27.06
2015-01-04 08:00:00,27.63,27.63,28.02,28.02,27.63
2015-01-04 09:00:00,28.03,28.03,28.17,28.17,28.03
2015-01-04 10:00:00,28.24,28.24,28.27,28.27,28.24
2015-01-04 11:00:00,28.32,28.32,28.32,28.32,28.32
2015-01-04 12:00:00,28.24,28.24,28.32,28.32,28.24
2015-01-04 13:00:00,28.27,28.27,28.35,28.35,28.27
2015-01-04 14:00:00,28.32,28.32,28.4,28.4,28.32
2015-01-04 15:00:00,28.69,28.37,28.7,28.7,28.69
2015-01-04 16:00:00,28.86,28.65,29.58,29.58,28.86
2015-01-04 17:00:00,28.98,28.98,29.92,29.92,28.98
2015-01-04 18:00:00,29.54,29.54,29.91,29.91,29.54
2015-01-04 19:00:00,29.42,29.42,29.77,29.77,29.42
2015-01-04 20:00:00,28.92,28.92,29.45,29.45,28.92
2015-01-04 21:00:00,28.66,28.66,29.06,29.06,28.66
2015-01-04 22:00:00,28.69,28.69,29.03,29.03,28.69
2015-01-04 23:00:00,28.02,28.02,28.34,28.34,28.02
2015-01-05 00:00:00,28.19,28.19,29.06,29.06,28.19
2015-01-05 01:00:00,28.15,28.15,28.88,28.88,28.15
2015-01-05 02:00:00,28.13,28.13,28.87,28.87,28.13
2015-01-05 03:00:00,28.05,28.05,28.97,28.97,28.05
2015-01-05 04:00:00,28.04,28.04,29.34,29.34,28.04
2015-01-05 05:00:00,28.46,28.46,30.33,30.33,28.46
2015-01-05 06:00:00,28.78,28.78,31.39,31.39,28.78
2015-01-05 07:00:00,30.99,30.99,32.84,32.84,30.99
2015-01-05 08:00:00,38.15,38.15,35.77,35.77,32.95
2015-01-05 09:00:00,41.51,41.51,35.87,35.87,33.27
2015-01-05 10:00:00,40.46,40.46,35.56,35.56,33.32
2015-01-05 11:00:00,40.97,40.97,35,35,33.41
2015-01-05 12:00:00,38.66,38.66,34.64,34.64,33.29
2015-01-05 13:00:00,36.44,36.44,34.76,34.76,33.02
2015-01-05 14:00:00,37.74,37.74,35.1,35.1,32.96
2015-01-05 15:00:00,43.1,43.1,35.83,35.83,33.08
2015-01-05 16:00:00,46.7,46.7,35.94,35.94,33.98
2015-01-05 17:00:00,56.78,56.78,35.37,35.37,33.67
2015-01-05 18:00:00,36.49,36.49,34.78,34.78,33.02
2015-01-05 19:00:00,32.43,32.43,34.2,34.2,32.43
2015-01-05 20:00:00,31.39,31.39,34,34,31.39
2015-01-05 21:00:00,30.29,30.29,34.12,34.12,30.29
2015-01-05 22:00:00,29.43,29.43,32.56,32.56,29.43
2015-01-05 23:00:00,29.09,29.09,30.03,30.03,29.09
2015-01-06 00:00:00,28.08,28.08,30.02,30.02,28.08
2015-01-06 01:00:00,27.94,27.94,29.81,29.81,27.94
2015-01-06 02:00:00,27.91,27.91,29.41,29.41,27.91
2015-01-06 03:00:00,27.89,27.89,29.11,29.11,27.89
2015-01-06 04:00:00,27.89,27.89,29.5,29.5,27.89
2015-01-06 05:00:00,28.01,28.01,29.64,29.64,28.01
2015-01-06 06:00:00,28.73,28.73,29.67,29.67,28.73
2015-01-06 07:00:00,30.03,30.03,30.03,30.03,30.03
2015-01-06 08:00:00,30.5,30.5,30.5,30.5,30.5
2015-01-06 09:00:00,30.35,30.35,30.35,30.35,30.35
2015-01-06 10:00:00,30.53,30.53,30.53,30.53,30.53
2015-01-06 11:00:00,29.91,29.91,30.47,30.47,29.91
2015-01-06 12:00:00,29.62,29.62,30.06,30.06,29.62
2015-01-06 13:00:00,29.58,29.58,29.98,29.98,29.58
2015-01-06 14:00:00,29.57,29.57,29.99,29.99,29.57
2015-01-06 15:00:00,29.62,29.62,30.48,30.48,29.62
2015-01-06 16:00:00,29.99,29.99,30.83,30.83,29.99
2015-01-06 17:00:00,29.65,29.65,31.04,31.04,29.65
2015-01-06 18:00:00,29.58,29.58,30.52,30.52,29.58
2015-01-06 19:00:00,29,29,29.99,29.99,29
2015-01-06 20:00:00,28.45,28.45,29.61,29.61,28.45
2015-01-06 21:00:00,28.15,28.15,29.15,29.15,28.15
2015-01-06 22:00:00,27.73,27.73,28.11,28.11,27.73
2015-01-06 23:00:00,27.32,27.32,27.32,27.32,27.32
2015-01-07 00:00:00,26.35,26.35,26.65,26.65,26.35
2015-01-07 01:00:00,26.08,26.08,26.53,26.53,26.08
2015-01-07 02:00:00,26.03,26.03,26.47,26.47,26.03
2015-01-07 03:00:00,26.17,26.17,26.48,26.48,26.17
2015-01-07 04:00:00,26.74,26.74,26.74,26.74,26.74
2015-01-07 05:00:00,27.78,27.78,28.11,28.11,27.78
2015-01-07 06:00:00,28.48,28.48,30.27,30.27,28.48
2015-01-07 07:00:00,31.53,31.53,33.17,33.17,31.53
2015-01-07 08:00:00,32.54,32.54,33.59,33.59,32.54
2015-01-07 09:00:00,32.24,32.24,33.28,33.28,32.24
2015-01-07 10:00:00,31.96,31.96,33.86,33.86,31.96
2015-01-07 11:00:00,31.66,31.66,33.63,33.63,31.66
2015-01-07 12:00:00,30.97,30.97,33.11,33.11,30.97
2015-01-07 13:00:00,30.65,30.65,33.2,33.2,30.65
2015-01-07 14:00:00,30.31,30.31,33.61,33.61,30.31
2015-01-07 15:00:00,29.79,29.79,35.96,35.96,29.79
2015-01-07 16:00:00,30.72,30.72,35.99,35.99,30.72
2015-01-07 17:00:00,29.56,29.56,35.56,35.56,29.56
2015-01-07 18:00:00,28.84,28.84,35.48,35.48,28.84
2015-01-07 19:00:00,28.2,28.2,33.19,33.19,28.2
2015-01-07 20:00:00,27.75,27.75,31.12,31.12,27.75
2015-01-07 21:00:00,27.42,27.42,29.84,29.84,27.42
2015-01-07 22:00:00,26.68,26.68,28.72,28.72,26.68
2015-01-07 23:00:00,26.15,26.15,27.47,27.47,26.15
2015-01-08 00:00:00,26.04,26.04,26.78,26.78,26.04
2015-01-08 01:00:00,25.07,25.07,26.56,26.56,25.07
2015-01-08 02:00:00,24.57,24.57,26.43,26.43,24.57
2015-01-08 03:00:00,24.44,24.44,26.26,26.26,24.44
2015-01-08 04:00:00,24.54,24.54,26.22,26.22,24.54
2015-01-08 05:00:00,26.04,26.04,26.28,26.29,26.04
2015-01-08 06:00:00,26.89,26.89,28.19,28.19,26.89
2015-01-08 07:00:00,27.59,27.59,29.41,29.41,27.59
2015-01-08 08:00:00,28.1,28.1,29.66,29.66,28.1
2015-01-08 09:00:00,28.23,28.23,29.52,29.52,28.23
2015-01-08 10:00:00,28.35,28.35,29.57,29.57,28.35
2015-01-08 11:00:00,28.46,28.46,29.72,29.72,28.46
2015-01-08 12:00:00,28.46,28.46,29.72,29.72,28.46
2015-01-08 13:00:00,28.6,28.6,29.85,29.85,28.6
2015-01-08 14:00:00,28.45,28.45,30.22,30.22,28.45
2015-01-08 15:00:00,28.24,28.24,30.83,30.83,28.24
2015-01-08 16:00:00,28.43,28.43,31.69,31.69,28.43
2015-01-08 17:00:00,28.4,28.4,32.03,32.03,28.4
2015-01-08 18:00:00,27.98,27.98,31.05,31.05,27.98
2015-01-08 19:00:00,27.69,27.69,30.37,30.37,27.69
2015-01-08 20:00:00,27.46,27.46,29.44,29.44,27.46
2015-01-08 21:00:00,27.31,27.31,28.62,28.62,27.31
2015-01-08 22:00:00,26.71,26.71,27.4,27.4,26.71
2015-01-08 23:00:00,25.91,25.91,26.64,26.64,25.91
2015-01-09 00:00:00,25.89,25.89,26.15,26.15,25.89
2015-01-09 01:00:00,25.37,25.37,26.04,26.04,25.37
2015-01-09 02:00:00,25.17,25.17,26.01,26.01,25.17
2015-01-09 03:00:00,25.12,25.12,26.05,26.05,25.12
2015-01-09 04:00:00,25.46,25.46,26.11,26.11,25.46
2015-01-09 05:00:00,26.25,25.84,26.88,26.88,26.25
2015-01-09 06:00:00,26.71,26.45,28.17,28.17,26.71
2015-01-09 07:00:00,28.33,27.16,29.24,29.24,28.33
2015-01-09 08:00:00,28.88,27.45,29.71,29.71,28.88
2015-01-09 09:00:00,29.11,27.38,29.11,29.11,29.11
2015-01-09 10:00:00,28.94,27.33,29.74,29.74,28.94
2015-01-09 11:00:00,28.35,27.23,30.46,30.46,28.35
2015-01-09 12:00:00,28.06,27.15,30.51,30.51,28.06
2015-01-09 13:00:00,27.91,27.08,29.95,29.95,27.91
2015-01-09 14:00:00,27.91,27.03,29.17,29.17,27.91
2015-01-09 15:00:00,27.87,27.02,29.47,29.47,27.87
2015-01-09 16:00:00,28.08,27.12,30.09,30.09,28.08
2015-01-09 17:00:00,28.08,27.15,30.99,30.99,28.08
2015-01-09 18:00:00,27.87,27.1,30.63,30.63,27.87
2015-01-09 19:00:00,27.6,27.02,29.91,29.91,27.6
2015-01-09 20:00:00,27.32,26.96,28.85,28.85,27.32
2015-01-09 21:00:00,27.02,26.69,28.32,28.32,27.02
2015-01-09 22:00:00,26.47,26.27,27.89,27.89,26.47
2015-01-09 23:00:00,26.44,26.15,26.74,26.74,26.44
2015-01-10 00:00:00,25.88,25.88,27.84,27.84,25.88
2015-01-10 01:00:00,25.78,25.78,27.21,27.21,25.78
2015-01-10 02:00:00,25.5,25.5,27.04,27.04,25.5
2015-01-10 03:00:00,25.34,25.34,27.47,27.47,25.34
2015-01-10 04:00:00,25.24,25.24,27.71,27.71,25.24
2015-01-10 05:00:00,25.33,24.33,27.91,27.91,25.33
2015-01-10 06:00:00,25.45,24.83,27.97,27.97,25.45
2015-01-10 07:00:00,25.39,25.39,28.43,28.43,25.39
2015-01-10 08:00:00,25.89,25.89,28.55,28.55,25.89
2015-01-10 09:00:00,26.05,26.05,28.56,28.56,26.05
2015-01-10 10:00:00,26.23,26.13,28.58,28.58,26.23
2015-01-10 11:00:00,26.29,26.13,28.42,28.42,26.29
2015-01-10 12:00:00,26.18,26.11,28.24,28.24,26.18
2015-01-10 13:00:00,26.11,26.09,27.96,27.96,26.11
2015-01-10 14:00:00,26.09,26.09,27.84,27.84,26.09
2015-01-10 15:00:00,26.2,26.11,27.86,27.86,26.2
2015-01-10 16:00:00,26.44,26.19,28.13,28.13,26.44
2015-01-10 17:00:00,26.55,26.25,28.36,28.36,26.55
2015-01-10 18:00:00,26.46,26.25,28.1,28.1,26.46
2015-01-10 19:00:00,26.26,26.2,27.71,27.71,26.26
2015-01-10 20:00:00,26.14,26.11,27.86,27.86,26.14
2015-01-10 21:00:00,26.04,26.04,27.64,27.64,26.04
2015-01-10 22:00:00,25.95,25.95,26.46,26.46,25.95
2015-01-10 23:00:00,25.54,25.54,26.1,26.36,25.54
2015-01-11 00:00:00,24.97,24.97,26.59,26.59,24.97
2015-01-11 01:00:00,24.22,24.22,26.46,26.46,24.22
2015-01-11 02:00:00,24.03,24.03,26.34,26.34,24.03
2015-01-11 03:00:00,23.44,23.44,26.34,26.34,23.44
2015-01-11 04:00:00,23.56,23.56,26.39,26.39,23.56
2015-01-11 05:00:00,23.91,23.91,26.45,26.45,23.91
2015-01-11 06:00:00,23.9,23.9,26.56,26.56,23.9
2015-01-11 07:00:00,24.71,24.32,26.41,26.41,24.71
2015-01-11 08:00:00,25.18,25.18,26.45,26.47,25.18
2015-01-11 09:00:00,25.95,25.86,26.62,26.62,25.95
2015-01-11 10:00:00,26.23,26,27.11,27.11,26.23
2015-01-11 11:00:00,26.34,26.03,27.84,27.84,26.34
2015-01-11 12:00:00,26.4,26.03,27.65,27.65,26.4
2015-01-11 13:00:00,26.39,25.87,27.68,27.68,26.39
2015-01-11 14:00:00,26.42,25.87,27.65,27.65,26.42
2015-01-11 15:00:00,26.63,25.9,27.8,27.8,26.63
2015-01-11 16:00:00,26.95,25.98,28.6,28.6,26.95
2015-01-11 17:00:00,27.04,25.99,28.97,28.97,27.04
2015-01-11 18:00:00,26.99,25.99,29.1,29.1,26.99
2015-01-11 19:00:00,26.86,26,28.9,28.9,26.86
2015-01-11 20:00:00,26.83,25.98,28.57,28.57,26.83
2015-01-11 21:00:00,26.59,25.92,28.16,28.16,26.59
2015-01-11 22:00:00,26.31,25.88,27.98,27.98,26.31
2015-01-11 23:00:00,26.04,25.77,27.64,27.64,26.04
2015-01-12 00:00:00,26.53,26.46,28.47,28.47,26.53
2015-01-12 01:00:00,26.48,26.48,28.1,28.1,26.48
2015-01-12 02:00:00,26.26,26.09,27.95,27.95,26.26
2015-01-12 03:00:00,26.28,25.77,28.07,28.07,26.28
2015-01-12 04:00:00,26.41,25.69,28.48,28.48,26.41
2015-01-12 05:00:00,26.79,26.14,27.83,27.83,26.79
2015-01-12 06:00:00,27.97,26.49,29.53,29.53,27.97
2015-01-12 07:00:00,29.24,26.67,34.59,34.59,29.24
2015-01-12 08:00:00,34.63,26.83,34.63,34.63,30.81
2015-01-12 09:00:00,30.52,26.81,34.03,34.03,30.52
2015-01-12 10:00:00,30.17,26.77,30.84,30.84,30.17
2015-01-12 11:00:00,29.68,26.7,30.07,30.07,29.68
2015-01-12 12:00:00,29.15,26.67,29.33,29.33,29.15
2015-01-12 13:00:00,28.99,26.66,29.39,29.39,28.99
2015-01-12 14:00:00,28.81,26.64,28.98,28.98,28.81
2015-01-12 15:00:00,28.89,26.66,29.49,29.49,28.89
2015-01-12 16:00:00,29.21,26.73,29.7,29.7,29.21
2015-01-12 17:00:00,29.03,26.75,30.25,30.25,29.03
2015-01-12 18:00:00,28.82,26.71,29.97,29.97,28.82
2015-01-12 19:00:00,28.23,26.69,28.93,28.93,28.23
2015-01-12 20:00:00,27.77,26.63,28.26,28.26,27.77
2015-01-12 21:00:00,27.33,26.56,27.8,27.8,27.33
2015-01-12 22:00:00,27.08,26.5,27.63,27.63,27.08
2015-01-12 23:00:00,26.4,26.4,26.86,26.86,26.4
2015-01-13 00:00:00,25.6,25.6,28.12,28.12,25.6
2015-01-13 01:00:00,25.47,25.47,27.91,27.91,25.47
2015-01-13 02:00:00,25.38,25.38,27.87,27.87,25.38
2015-01-13 03:00:00,25.04,25.04,28.02,28.02,25.04
2015-01-13 04:00:00,24.99,24.99,28.95,28.95,24.99
2015-01-13 05:00:00,25.39,25.39,29.88,29.88,25.39
2015-01-13 06:00:00,26.14,26.14,31.84,31.84,26.14
2015-01-13 07:00:00,26.84,26.84,35.04,35.04,26.84
2015-01-13 08:00:00,27.24,27.24,35.65,35.65,27.24
2015-01-13 09:00:00,26.85,26.85,34.95,34.95,26.85
2015-01-13 10:00:00,26.62,26.62,34.87,34.87,26.62
2015-01-13 11:00:00,26.28,26.28,34.5,34.5,26.28
2015-01-13 12:00:00,26.15,26.15,33.87,33.87,26.15
2015-01-13 13:00:00,26.2,26.2,33.82,33.82,26.2
2015-01-13 14:00:00,26.49,26.49,34.3,34.3,26.49
2015-01-13 15:00:00,26.75,26.75,34.76,34.76,26.75
2015-01-13 16:00:00,26.98,26.98,36.61,36.61,26.98
2015-01-13 17:00:00,27.12,27.12,42.16,42.16,27.12
2015-01-13 18:00:00,26.98,26.98,41.99,41.99,26.98
2015-01-13 19:00:00,26.87,26.87,37.75,37.75,26.87
2015-01-13 20:00:00,26.68,26.68,31.57,31.57,26.68
2015-01-13 21:00:00,26.42,26.42,30.77,30.77,26.42
2015-01-13 22:00:00,25.99,25.99,29.86,29.86,25.99
2015-01-13 23:00:00,25.58,25.58,28.64,28.64,25.58
2015-01-14 00:00:00,25.72,25.72,27.67,27.67,25.72
2015-01-14 01:00:00,25.85,25.85,26.29,26.29,25.85
2015-01-14 02:00:00,25.75,25.75,26.23,26.23,25.75
2015-01-14 03:00:00,25.76,25.76,26.22,26.22,25.76
2015-01-14 04:00:00,25.98,25.98,26.26,26.26,25.98
2015-01-14 05:00:00,26.21,26.05,27.51,27.51,26.21
2015-01-14 06:00:00,27.11,26.52,28.69,28.69,27.11
2015-01-14 07:00:00,28.97,26.99,30.86,30.86,28.97
2015-01-14 08:00:00,32.52,28.92,32.52,32.52,32.52
2015-01-14 09:00:00,31.63,28.76,31.63,31.63,31.63
2015-01-14 10:00:00,30.49,29,30.49,30.49,30.49
2015-01-14 11:00:00,30.32,28.51,30.32,30.32,30.32
2015-01-14 12:00:00,29.7,27.59,29.7,29.7,29.7
2015-01-14 13:00:00,29.58,27.73,29.58,29.58,29.58
2015-01-14 14:00:00,30.37,27.85,30.37,30.37,30.37
2015-01-14 15:00:00,29.66,28.85,32.28,32.28,29.66
2015-01-14 16:00:00,33.89,30.79,33.89,33.89,30.79
2015-01-14 17:00:00,35.93,31.87,35.93,35.93,31.87
2015-01-14 18:00:00,29.99,29.99,34.72,34.72,29.99
2015-01-14 19:00:00,28.55,28.55,32.79,32.79,28.55
2015-01-14 20:00:00,27.9,27.28,29.75,29.75,27.9
2015-01-14 21:00:00,27.58,26.7,29.31,29.31,27.58
2015-01-14 22:00:00,26.86,26.24,28.61,28.61,26.86
2015-01-14 23:00:00,26.46,25.78,27.4,27.4,26.46
2015-01-15 00:00:00,26.44,25.86,27.37,27.37,26.44
2015-01-15 01:00:00,26.34,25.59,27.13,27.13,26.34
2015-01-15 02:00:00,26.25,25.49,27.02,27.02,26.25
2015-01-15 03:00:00,26.24,25.43,27.17,27.17,26.24
2015-01-15 04:00:00,26.3,25.47,27.69,27.69,26.3
2015-01-15 05:00:00,26.48,25.55,28.05,28.05,26.48
2015-01-15 06:00:00,26.94,25.85,29.66,29.66,26.94
2015-01-15 07:00:00,28.02,26.28,31.92,31.92,28.02
2015-01-15 08:00:00,28.15,26.55,33.85,33.85,28.15
2015-01-15 09:00:00,27.96,26.42,30.9,30.9,27.96
2015-01-15 10:00:00,27.84,26.36,29.97,29.97,27.84
2015-01-15 11:00:00,27.66,26.23,29.42,29.42,27.66
2015-01-15 12:00:00,27.65,26.12,29.1,29.1,27.65
2015-01-15 13:00:00,27.54,26.18,28.99,28.99,27.54
2015-01-15 14:00:00,27.64,26.3,28.94,28.94,27.64
2015-01-15 15:00:00,27.73,26.37,28.9,28.9,27.73
2015-01-15 16:00:00,27.88,26.76,29.94,29.94,27.88
2015-01-15 17:00:00,27.79,26.89,31,31,27.79
2015-01-15 18:00:00,27.58,26.65,30.84,30.84,27.58
2015-01-15 19:00:00,27.4,26.41,29.86,29.86,27.4
2015-01-15 20:00:00,27.11,26.05,28.95,28.95,27.11
2015-01-15 21:00:00,26.91,25.89,28.73,28.73,26.91
2015-01-15 22:00:00,26.45,25.89,27.95,27.95,26.45
2015-01-15 23:00:00,26.13,25.82,27.24,27.24,26.13
2015-01-16 00:00:00,25.79,25.79,27.14,27.14,25.79
2015-01-16 01:00:00,25.42,25.42,26.65,26.65,25.42
2015-01-16 02:00:00,25.17,25.17,26.6,26.6,25.17
2015-01-16 03:00:00,24.8,24.8,26.58,26.58,24.8
2015-01-16 04:00:00,25.4,25.4,26.65,26.65,25.4
2015-01-16 05:00:00,26.18,26.18,27.29,27.29,26.18
2015-01-16 06:00:00,26.52,26.42,28.74,28.74,26.52
2015-01-16 07:00:00,27.92,26.61,30.02,30.02,27.92
2015-01-16 08:00:00,28.47,26.66,30.42,30.42,28.47
2015-01-16 09:00:00,28.32,26.64,29.99,29.99,28.32
2015-01-16 10:00:00,28.01,26.63,29.87,29.87,28.01
2015-01-16 11:00:00,27.87,26.55,29.79,29.79,27.87
2015-01-16 12:00:00,27.7,26.53,29.36,29.36,27.7
2015-01-16 13:00:00,27.58,26.52,29.16,29.16,27.58
2015-01-16 14:00:00,27.5,26.51,29.23,29.23,27.5
2015-01-16 15:00:00,27.58,26.59,29.55,29.55,27.58
2015-01-16 16:00:00,27.81,26.88,30.27,30.27,27.81
2015-01-16 17:00:00,28.06,28.06,31.24,31.24,28.06
2015-01-16 18:00:00,28.97,28.97,31.14,31.14,28.97
2015-01-16 19:00:00,27.83,27.83,29.94,29.94,27.83
2015-01-16 20:00:00,27.4,27.4,28.92,28.92,27.4
2015-01-16 21:00:00,26.95,26.95,29.06,29.06,26.95
2015-01-16 22:00:00,26.85,26.85,28.9,28.9,26.85
2015-01-16 23:00:00,26.75,26.75,28.1,28.1,26.75
2015-01-17 00:00:00,26.88,26.88,28,28,26.88
2015-01-17 01:00:00,26.78,26.78,27.65,27.65,26.78
2015-01-17 02:00:00,26.67,26.67,27.5,27.5,26.67
2015-01-17 03:00:00,26.7,26.7,27.38,27.38,26.7
2015-01-17 04:00:00,26.66,26.66,27.3,27.3,26.66
2015-01-17 05:00:00,26.74,26.74,27.38,27.38,26.74
2015-01-17 06:00:00,26.87,26.87,27.55,27.55,26.87
2015-01-17 07:00:00,27.2,27.2,28.45,28.45,27.2
2015-01-17 08:00:00,27.61,27.61,29.02,29.02,27.61
2015-01-17 09:00:00,27.99,27.99,29.72,29.72,27.99
2015-01-17 10:00:00,28.35,28.35,29.59,29.59,28.35
2015-01-17 11:00:00,28.29,28.29,29.45,29.45,28.29
2015-01-17 12:00:00,27.67,27.67,29.07,29.07,27.67
2015-01-17 13:00:00,27.52,27.52,28.53,28.53,27.52
2015-01-17 14:00:00,27.28,27.09,28.62,28.62,27.28
2015-01-17 15:00:00,27.32,27.27,29.13,29.13,27.32
2015-01-17 16:00:00,27.78,27.78,30.07,30.07,27.78
2015-01-17 17:00:00,28.23,28.23,31.22,31.22,28.23
2015-01-17 18:00:00,28.1,28.1,30.9,30.9,28.1
2015-01-17 19:00:00,27.74,27.74,29.78,29.78,27.74
2015-01-17 20:00:00,27.24,27.24,28.25,28.25,27.24
2015-01-17 21:00:00,26.93,26.93,28.19,28.19,26.93
2015-01-17 22:00:00,26.77,26.77,28.13,28.13,26.77
2015-01-17 23:00:00,26.55,26.53,27.58,27.58,26.55
2015-01-18 00:00:00,26.24,26.24,27.4,27.4,26.24
2015-01-18 01:00:00,25.93,25.93,27.19,27.19,25.93
2015-01-18 02:00:00,25.55,25.55,27.02,27.02,25.55
2015-01-18 03:00:00,25.62,25.62,27.02,27.02,25.62
2015-01-18 04:00:00,25.29,25.29,27.08,27.08,25.29
2015-01-18 05:00:00,25.68,25.68,27.18,27.18,25.68
2015-01-18 06:00:00,26.28,26.28,27.31,27.31,26.28
2015-01-18 07:00:00,26.68,26.68,27.28,27.28,26.68
2015-01-18 08:00:00,27.03,27.03,27.35,27.35,27.03
2015-01-18 09:00:00,27.22,27.22,27.86,27.86,27.22
2015-01-18 10:00:00,27.48,27.48,28.16,28.16,27.48
2015-01-18 11:00:00,27.97,27.97,28.29,28.29,27.97
2015-01-18 12:00:00,28.15,28.15,28.15,28.15,28.15
2015-01-18 13:00:00,27.85,27.85,27.91,27.91,27.85
2015-01-18 14:00:00,28.17,28.17,28.27,28.27,28.17
2015-01-18 15:00:00,29.24,29.24,29.24,29.24,29.24
2015-01-18 16:00:00,30.44,30.44,30.44,30.44,30.44
2015-01-18 17:00:00,31.94,31.94,32.47,32.47,31.94
